ticker,company,sector,industry,country,market_cap,fiscal_year_end_month,biz_model,market_cap_str,exclude_analysis
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,United States,40618295296,12,"Yum! Brands, Inc., together with its subsidiaries, develops, operates, and franchises traditional and non-traditional quick service restaurants in the United States, China, and internationally.",$40.6B,False
AMP,"Ameriprise Financial, Inc.",Financial Services,Asset Management,United States,40397955072,12,"Ameriprise Financial, Inc., together with its subsidiaries, operates as a diversified financial services company in the United States and internationally. The company offers financial planning and advice services to individual and institutional clients.",$40.4B,True
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,United States,40061927424,12,"Crown Castle Inc. owns, operates and leases approximately 40,000 cell towers and approximately 90,000 route miles of fiber.",$40.1B,True
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,United States,39463448576,3,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide.",$39.5B,False
AIG,"American International Group, Inc.",Financial Services,Insurance - Diversified,United States,39288279040,12,"American International Group, Inc. provides insurance products for commercial, institutional, and individual customers in North America and internationally.",$39.3B,True
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,United States,38818660352,1,The Kroger Co. operates as a food and drug retailer in the United States.,$38.8B,False
PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities - Regulated Electric,United States,38739505152,12,"Public Service Enterprise Group Incorporated, through its subsidiaries, operates in electric and gas utility, and nuclear generation businesses in the United States. It operates through PSE&G and PSEG Power segments.",$38.7B,False
TKO,"TKO Group Holdings, Inc.",Communication Services,Entertainment,United States,38724096000,12,"TKO Group Holdings, Inc. operates as a sports and entertainment company.",$38.7B,False
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,United States,38708834304,12,"Ventas, Inc. is a leading S&P 500 real estate investment trust enabling exceptional environments that benefit a large and growing aging population.",$38.7B,True
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,United States,38662553600,12,"Archer-Daniels-Midland Company provides human and animal nutrition ingredients and solutions in the United States, Switzerland, the Cayman Islands, Brazil, Mexico, Canada, the United Kingdom, and internationally. It operates in three segments: Ag Services and Oilseeds; Carbohydrate Solutions; and Nutrition.",$38.7B,False
CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,United States,38566875136,12,"CBRE Group, Inc. operates as a commercial real estate services and investment company in the United States, the United Kingdom, and internationally.",$38.6B,True
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,United States,38533656576,12,"Steel Dynamics, Inc., together with its subsidiaries, operates as a steel producer and metal recycler in the United States. It operates through four segments: Steel Operations, Metals Recycling Operations, Steel Fabrication Operations, and Aluminum Operations.",$38.5B,False
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,United States,38441332736,12,"Consolidated Edison, Inc., through its subsidiaries, engages in the regulated electric, gas, and steam delivery businesses in the United States. The company offers electric services to approximately 3.7 million customers in New York City and Westchester County; gas to approximately 1.1 million customers in Manhattan, the Bronx, parts of Queens, and Westchester County; and steam to approximately 1,490 customers in parts of Manhattan.",$38.4B,False
JBL,Jabil Inc.,Technology,Electronic Components,United States,38397681664,8,"Jabil Inc. provides engineering, manufacturing, and supply chain solutions worldwide.",$38.4B,False
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,United States,37968416768,12,"Axon Enterprise, Inc. provides public safety technology solutions in the United States and internationally.",$38.0B,False
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,United States,37545623552,12,"Chipotle Mexican Grill, Inc., together with its subsidiaries, owns and operates Chipotle Mexican Grill restaurants. It sells food and beverages, such as burritos, burrito bowls, quesadillas, tacos, and salads, as well as kids's meals, chips, and sides.",$37.5B,False
A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,United States,37475893248,10,"Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics, and applied chemical markets worldwide.",$37.5B,False
CCL,Carnival Corporation Ltd.,Consumer Cyclical,Travel Services,United States,37412622336,11,"Carnival Corporation Ltd., a cruise company, provides leisure travel services in North America, Australia, Europe, and internationally. The company operates through four segments: North America Cruise Operations, Europe Cruise Operations, Cruise Support, and Tour and Other.",$37.4B,False
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,United States,37120016384,12,"Live Nation Entertainment, Inc. operates as a live entertainment company worldwide.",$37.1B,False
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,United States,36744298496,12,"Iron Mountain Incorporated is a global leader in information management services, and is trusted by more than 240,000 customers in 61 countries. It also includes approximately 95% of the Fortune 1000, to help unlock value and intelligence from their assets through services that transcend the physical and digital worlds.",$36.7B,True
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,United States,36685484032,12,"EMCOR Group, Inc. provides electrical and mechanical construction and facilities, building, and industrial services in the United States and the United Kingdom.",$36.7B,False
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,United States,36571406336,6,"Sysco Corporation, through its subsidiaries, engages in the marketing and distribution of various food and related products to the foodservice or food-away-from-home industry in the United States, Canada, the United Kingdom, France, and internationally. It operates through U.S.",$36.6B,False
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,United States,36395671552,12,"PayPal Holdings, Inc. operates a technology platform that enables digital payments for merchants and consumers worldwide.",$36.4B,True
PCG,PG&E Corporation,Utilities,Utilities - Regulated Electric,United States,36292661248,12,"PG&E Corporation, through its subsidiary, Pacific Gas and Electric Company, engages in the sale and delivery of electricity and natural gas to customers in northern and central California, the United States. It generates electricity using nuclear, hydroelectric, fossil fuel-fired, fuel cells, and photovoltaic sources.",$36.3B,False
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,United States,36236980224,12,"WEC Energy Group, Inc., through its subsidiaries, provides regulated natural gas and electricity, and renewable and nonregulated renewable energy services in the United States. The company operates through Wisconsin, Illinois, Other States, Electric Transmission, and Non-Utility Energy Infrastructure segments.",$36.2B,False
PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life,United States,36024561664,12,"Prudential Financial, Inc., together with its subsidiaries, provides financial products and services in the United States, Japan and internationally. It operates through PGIM, Retirement Strategies, Group Insurance, Individual Life, and International Businesses segments.",$36.0B,True
HSY,The Hershey Company,Consumer Defensive,Confectioners,United States,35680149504,12,"The Hershey Company, together with its subsidiaries, engages in the manufacture and sale of confectionery products and pantry items in the United States and internationally. It operates through three segments: North America Confectionery, North America Salty Snacks, and International.",$35.7B,False
WAT,Waters Corporation,Healthcare,Diagnostics & Research,United States,35674849280,12,"Waters Corporation provides analytical workflow solutions in Asia, the Americas, and Europe. The company operates through two segments, Waters and TA.",$35.7B,False
WDAY,"Workday, Inc.",Technology,Software - Application,United States,35504906240,1,"Workday, Inc. provides enterprise cloud applications in the United States and internationally.",$35.5B,False
PAYX,"Paychex, Inc.",Technology,Software - Application,United States,35442135040,5,"Paychex, Inc., together with its subsidiaries, provides human capital management solutions (HCM) for payroll, employee benefits, human resources (HR), and insurance services for small to medium-sized businesses in the United States, Europe, and India. It offers payroll processing services; payroll tax administration services; employee payment services; and regulatory compliance services.",$35.4B,False
VMC,Vulcan Materials Company,Basic Materials,Building Materials,United States,35031224320,12,"Vulcan Materials Company produces and supplies construction aggregates in the United States. It operates through three segments: Aggregates, Asphalt, and Concrete.",$35.0B,False
HIG,"The Hartford Insurance Group, Inc.",Financial Services,Insurance - Diversified,United States,34976350208,12,"The Hartford Insurance Group, Inc., together with its subsidiaries, provides insurance and financial services to individual and business customers in the United States, the United Kingdom, and internationally. It operates through Business Insurance, Personal Insurance, Property & Casualty Other Operations, Employee Benefits and Hartford Funds.",$35.0B,True
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,United States,34183684096,12,"United Airlines Holdings, Inc., through its subsidiaries, provides air transportation services in the United States, Canada, Atlantic, the Pacific, and Latin America. It transports people and cargo through its mainline and regional fleets.",$34.2B,False
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,United States,33833609216,12,"Halliburton Company provides products and services to the energy industry worldwide. It operates in two segments, Completion and Production, and Drilling and Evaluation.",$33.8B,False
SATS,EchoStar Corporation,Communication Services,Telecom Services,United States,33798051840,12,"EchoStar Corporation provides pay-tv services in the United States, Mexico, Canada, South and Central America, Asia, Africa, Australia, Europe, India, and the Middle East. The Pay-TV segment offers a direct broadcast and fixed satellite, owned and leased satellites, leased fiber optic networks, in-home services, and call center operation services; digital broadcast operations, including satellite uplinking/downlinking, transmission and, other services to third-party pay-TV providers; multichannel, live-linear and on-demand streaming over-the-top Internet-based domestic, international, Latino, and Freestream video programming services; and receiver systems.",$33.8B,False
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,United States,33696151552,1,"Kenvue Inc. operates as a consumer health company in the United States, rest of North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America.",$33.7B,False
ROP,"Roper Technologies, Inc.",Technology,Software - Application,United States,33681168384,12,"Roper Technologies, Inc. designs and develops vertical software and technology enabled products in the United States, Canada, Europe, Asia, and internationally.",$33.7B,False
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,United States,33655349248,12,"Las Vegas Sands Corp., together with its subsidiaries, owns, develops, and operates integrated resorts in Macao and Singapore. It owns and operates The Venetian Macao Resort Hotel, The Londoner Macao, The Parisian Macao, The Plaza Macao and Four Seasons Hotel Macao, and The Sands Macao in Macao, the People's Republic of China; and Marina Bay Sands in Singapore.",$33.7B,False
HBAN,Huntington Bancshares Incorporated,Financial Services,Banks - Regional,United States,33427384320,12,"Huntington Bancshares Incorporated operates as the bank holding company for The Huntington National Bank that provides commercial, consumer, and mortgage banking services. It offers financial products and services to consumer and business customers, including deposits, lending, payments, mortgage banking, dealer financing, investment management, trust, brokerage, insurance, and other financial products and services.",$33.4B,True
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,United States,33367121920,4,"NetApp, Inc. provides a range of enterprise software, systems, and services that customers use to transform their data infrastructures in the United States, Canada, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",$33.4B,False
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,United States,33264226304,12,"Martin Marietta Materials, Inc., a natural resource-based building materials company, supplies aggregates and heavy-side building materials to the construction industry in the United States and internationally. It operates through East Group and West Group segments.",$33.3B,False
EQT,EQT Corporation,Energy,Oil & Gas E&P,United States,33137825792,12,"EQT Corporation engages in the exploration, production, gathering, and transmission of hydrocarbons and natural gas. The company sells natural gas, natural gas liquids, and oil to marketers, utilities, and industrial customers located in the Appalachian Basin.",$33.1B,False
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,United States,33043560448,12,"Zoetis Inc. engages in the discovery, development, manufacture, and commercialization of medicines, vaccines, diagnostic products and services, biodevices, genetic tests, and precision animal health solutions for the animal health industry in the United States and internationally.",$33.0B,False
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,United States,32603064320,12,"M&T Bank Corporation operates as a bank holding company for Manufacturers and Traders Trust Company and Wilmington Trust, National Association that provides retail and commercial banking products and services in the United States. The company operates through three segments: Commercial Bank, Retail Bank, and Institutional Services and Wealth Management.",$32.6B,True
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,United States,32447168512,12,"Kimberly-Clark Corporation, together with its subsidiaries, manufactures and markets personal care products in the United States. It operates in two segments, North America and International Personal Care.",$32.4B,False
CNC,Centene Corporation,Healthcare,Healthcare Plans,United States,32111618048,12,"Centene Corporation operates as a managed care company that provides programs and services to under-insured families, and commercial organizations in the United States. It operates through four segments: Medicaid, Medicare, Commercial, and Other.",$32.1B,False
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,United States,32000618496,12,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of December 31, 2025, the Company owned and/or operated 4,281 self-storage stores in 43 states and Washington, D.C.",$32.0B,True
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,31308802048,12,"Arch Capital Group Ltd., together with its subsidiaries, provides insurance, reinsurance, and mortgage insurance products in the United States, Canada, Bermuda, the United Kingdom, Europe, and Australia. The company operates through three segments: Insurance, Reinsurance, and Mortgage.",$31.3B,True
NTRS,Northern Trust Corporation,Financial Services,Asset Management,United States,31293343744,12,"Northern Trust Corporation, a financial holding company, provides wealth management, asset servicing, asset management, and banking solutions for corporations, institutions, families, and individuals. It operates in two segments, Asset Servicing and Wealth Management.",$31.3B,True
IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,United States,30657861632,12,"IQVIA Holdings Inc. provides clinical research services, commercial insights, and healthcare intelligence to the life sciences and healthcare industries in the Americas, Europe, Africa, and the Asia-Pacific.",$30.7B,False
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,United States,30622320640,6,"The Estée Lauder Companies Inc. manufactures, markets, and sells skin care, makeup, fragrance, and hair care products worldwide.",$30.6B,False
Q,"Qnity Electronics, Inc.",Technology,Semiconductor Equipment & Materials,United States,30239047680,12,"Qnity Electronics, Inc. provides materials and solutions to the semiconductor and electronics industries in the United States, rest of Americas, Europe, the Middle East, Africa, Asia Pacific, China, South Korea, Taiwan, and internationally.",$30.2B,False
DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,United States,29770932224,12,"DTE Energy Company engages in energy-related businesses and services. The company operates through four segments: Electric, Gas, DTE Vantage, and Energy Trading.The company's Electric segment generates, purchases, distributes, and sells electricity to approximately 2.3 million residential, commercial, and industrial customers in southeastern Michigan.",$29.8B,False
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,United States,29653936128,12,"Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States. The company operates through four segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, and Ameren Transmission.",$29.7B,False
FSLR,"First Solar, Inc.",Technology,Solar,United States,29591582720,12,"First Solar, Inc., a solar technology company, provides photovoltaic (PV) solar energy solutions in the United States, France, India, Chile, and internationally. The company manufactures and sells PV solar modules with thin film semiconductor technology that provides conventional crystalline silicon PV solar modules.",$29.6B,False
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,United States,29565589504,12,"DexCom, Inc., a medical device company, focuses on the design, development, and commercialization of continuous glucose monitoring (CGM) systems for the management of diabetes and metabolic health in the United States and internationally. The company offers Dexcom G7 and G7 15 Day, an integrated continuous glucose monitoring system; Dexcom G6, a CGM system; Dexcom ONE+ to replace fingerstick blood glucose testing for diabetes treatment decisions; Stelo, a biosensor designed for adults with prediabetes and Type 2 diabetes who do not use insulin; Dexcom Share, a remote monitoring system; and Dexcom Follow application.",$29.6B,False
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,United States,29503776768,12,"VICI Properties Inc. is an S&P 500 experiential real estate investment trust that owns one of the largest portfolios of market-leading gaming, hospitality, wellness, entertainment and leisure destinations, including Caesars Palace Las Vegas, MGM Grand and the Venetian Resort Las Vegas, three of the most iconic entertainment facilities on the Las Vegas Strip.",$29.5B,True
GEHC,GE HealthCare Technologies Inc.,Healthcare,Medical Devices,United States,29417850880,12,"GE HealthCare Technologies Inc. engages in the development, manufacture, and marketing of products, services, and complementary digital solutions used in the diagnosis, treatment, and monitoring of patients in the United States, Canada, and internationally.",$29.4B,False
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,29336549376,12,"Cboe Global Markets, Inc., through its subsidiaries, operates as a derivatives and securities exchange network that delivers cutting-edge trading, clearing, and investment solutions in the United States and internationally. It operates through five segments: Options, North American Equities, Europe and Asia Pacific, Futures, and Global FX.",$29.3B,True
RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,United States,29269483520,9,"Raymond James Financial, Inc., a diversified financial services company, provides private client group, capital markets, asset management, banking, and other services to individuals, corporations, and municipalities in the United States, Canada, and Europe. The Private Client Group segment offers financial planning, investment advisory, securities transaction, investment services, portfolio management services, insurance and annuity products, and mutual funds; support to third-party mutual fund and annuity companies, including sales and marketing support, as well as distribution and accounting, and administrative services; margin loans; securities borrowing and lending services; and custodial, trade execution, research, and other support and services.",$29.3B,True
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,United States,29112451072,12,"Dover Corporation provides equipment and components, consumable supplies, aftermarket parts, software and digital solutions, and support services worldwide. The company's Engineered Products segment provides various equipment, component, software, solution, and services that are used in vehicle aftermarket, aerospace and defense, industrial winch and hoist, and fluid dispensing end-market.",$29.1B,False
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,United States,28570542080,7,"Copart, Inc. provides online auctions and vehicle remarketing services in the United States, the United Kingdom, Germany, Brazil, Canada, the United Arab Emirates, Spain, Finland, Oman, the Republic of Ireland, and Bahrain.",$28.6B,False
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,United States,28468099072,6,"Tapestry, Inc. provides accessories and lifestyle brand products in North America, Greater China, rest of Asia, and internationally.",$28.5B,False
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,United States,28437860352,12,"Biogen Inc. discovers, develops, manufactures, and delivers therapies in the United States, Europe, Germany, Asia, and internationally.",$28.4B,False
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,United States,28371036160,1,"Teledyne Technologies Incorporated provides enabling technologies for industrial growth markets in the United States, Europe, Asia, and internationally. The Digital Imaging provides visible spectrum sensors and digital cameras; and infrared, ultraviolet, visible, and X-ray spectra products, as well as micro electromechanical systems and semiconductors, including analog-to-digital and digital-to-analog converters.",$28.4B,False
IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,United States,28356265984,12,"Ingersoll Rand Inc. provides mission-critical air, fluid, clean energy, and medical technologies services and solutions worldwide.",$28.4B,False
FOXA,Fox Corporation,Communication Services,Entertainment,United States,28337364992,6,"Fox Corporation operates as a news, sports, and entertainment company in the United States. It operates in four segments: Cable Network Programming, Television, Credible, and The FOX Studio Lot.",$28.3B,False
FISV,"Fiserv, Inc.",,,,28113149952,12,,$28.1B,False
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,United States,28024168448,9,"Atmos Energy Corporation, together with its subsidiaries, engages in the regulated natural gas distribution, and pipeline and storage businesses in the United States. It operates through two segments, Distribution, and Pipeline and Storage.",$28.0B,False
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,United States,28016189440,6,"ResMed Inc. develops, manufactures, distributes, and markets medical devices and cloud-based software applications to diagnose, treat, and manage respiratory disorders in the United States and internationally.",$28.0B,False
FICO,Fair Isaac Corporation,Technology,Software - Application,United States,27999307776,9,"Fair Isaac Corporation provides analytics software in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates through two segments, Scores and Software.",$28.0B,False
CASY,"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,United States,27860619264,4,"Casey's General Stores, Inc., together with its subsidiaries, operates convenience stores under the Casey's and Casey's General Store names in the United States. Its stores offer pizza, donuts, breakfast items, and sandwiches; and tobacco and nicotine products.",$27.9B,False
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,United States,27687909376,12,"The Kraft Heinz Company, together with its subsidiaries, manufactures and markets food and beverage products in North America and internationally. Its products include condiments, sauces, dressings, and spreads; cheese, frozen potato products, and other frozen meals; meal kits, frozen snacks, and pickles; dry packaged desserts, refrigerated ready to eat desserts, and other dessert toppings; ready to drink and powdered beverages, and liquid concentrates; American sliced and recipe cheeses; mainstream coffee, coffee pods, and premium coffee; and cold cuts, bacon, and hot dogs.",$27.7B,False
CNP,"CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,27376992256,12,"CenterPoint Energy, Inc. operates as a public utility holding company in the United States.",$27.4B,False
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,United States,27323533312,12,"Texas Pacific Land Corporation engages in the land and resource management, and water services and operations businesses. The Land and Resource Management segment manages surface acres of land, and oil and gas royalty interest in Permian Basin.",$27.3B,False
EIX,Edison International,Utilities,Utilities - Regulated Electric,United States,27258802176,12,"Edison International, through its subsidiaries, engages in the generation and distribution of electric power. The company supplies and delivers through its electrical infrastructure to an approximately 50,000 square-mile area of southern, central, and coastal California.",$27.3B,False
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,United States,27212453888,12,"Citizens Financial Group, Inc. operates as the bank holding company that provides retail and commercial banking products and services to individuals, small businesses, middle-market companies, large corporations, and institutions in the United States.",$27.2B,True
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,United States,27174201344,12,"J.B. Hunt Transport Services, Inc.",$27.2B,False
VEEV,Veeva Systems Inc.,Healthcare,Health Information Services,United States,27167016960,1,"Veeva Systems Inc. provides cloud-based software for the life sciences industry in North America, Europe, the Asia Pacific, the Middle East, Africa, and Latin America.",$27.2B,False
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,United States,27112986624,12,"Expedia Group, Inc. operates as an online travel company in the United States and internationally.",$27.1B,False
NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,United States,26945081344,12,"NRG Energy, Inc., together with its subsidiaries, operates as an energy and home services company in the United States and Canada. It operates through the Texas, East, West/Other, Vivint Smart Home, and Corporate Activities segments.",$26.9B,False
OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,United States,26718148608,12,"Otis Worldwide Corporation engages in manufacturing, installation, and servicing of elevators and escalators in the United States, China, and internationally. The company operates in two segments, New Equipment and Service.",$26.7B,False
FDXF,"FedEx Freight Holding Company, Inc.",Industrials,Integrated Freight & Logistics,United States,26619955200,5,"FedEx Freight Holding Company, Inc. provides less-than-truckload freight transportation services.",$26.6B,False
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,United States,26616619008,12,"AvalonBay Communities, Inc., a member of the S&P 500, is an equity REIT. The firm develops, redevelops, acquires and manages communities in leading metropolitan areas in New England, the New York/New Jersey Metro area, the Mid-Atlantic, the Pacific Northwest, and Northern and Southern California, as well as in the Company's expansion regions of Raleigh-Durham and Charlotte, North Carolina, Southeast Florida, Dallas and Austin, Texas, and Denver, Colorado.",$26.6B,True
PPL,PPL Corporation,Utilities,Utilities - Regulated Electric,United States,26595584000,12,"PPL Corporation provides electricity and natural gas to approximately 3.6 million customers in the United States. It operates in three segments: Kentucky Regulated, Pennsylvania Regulated, and Rhode Island Regulated.",$26.6B,False
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,United States,26456399872,6,"Super Micro Computer, Inc., together with its subsidiaries, develops and sells server and storage solutions based on modular and open-standard architecture in the United States, Asia, Europe, and internationally. The company provides liquid and air-cooled AI servers for training and inferencing with integrated graphics processing units (GPUs) or PCIe based architectures; SuperBlade, MicroBlade, FlexTwin, GrandTwin, and BigTwin blade and multi-node systems; SuperStorage systems; Hyper, CloudDC, and WIO and rackmount systems; embedded (5G/IoT/Edge) systems; and MicroCloud server systems.",$26.5B,False
FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,United States,26440087552,12,"FirstEnergy Corp., together with its subsidiaries, engages in the generation, distribution, and transmission of electricity in the United States. It operates through Distribution, Integrated, and Stand-Alone Transmission segments.",$26.4B,False
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,United States,26032189440,12,"Xylem Inc., together with its subsidiaries, engages in the design, manufacture, and servicing of engineered products and solutions for utility, industrial, and residential and commercial building services settings worldwide. It operates through Water Infrastructure; Applied Water; Measurement and Control Solutions; and Water Solutions and Services segments.",$26.0B,False
EQR,Equity Residential,Real Estate,REIT - Residential,United States,26018557952,12,"Equity Residential is committed to creating communities where people thrive. The Company, a member of the S&P 500, owns and manages 312 rental properties consisting of 85,190 apartment units in dynamic metro areas across the U.S.",$26.0B,True
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,United States,25790310400,12,"VeriSign, Inc., together with its subsidiaries, provides internet infrastructure and domain name registry services that enables internet navigation for various recognized domain names worldwide. The company provides root zone maintainer services, operating two of thirteen internet root servers; and offering registration services and authoritative resolution for the .com and .net domains, which supports global e-commerce.",$25.8B,False
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,United States,25629847552,12,"Hubbell Incorporated, together with its subsidiaries, manufactures and sells electrical and utility solutions in the United States and internationally. It operates through two segments, Electrical Solutions and Utility Solutions.",$25.6B,False
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,United States,25607288832,12,"Eversource Energy, a public utility holding company, engages in the energy delivery business. The company operates through Electric Distribution, Electric Transmission, Natural Gas Distribution, and Water Distribution segments.",$25.6B,False
FOX,Fox Corporation,Communication Services,Entertainment,United States,25354041344,6,"Fox Corporation operates as a news, sports, and entertainment company in the United States. It operates in four segments: Cable Network Programming, Television, Credible, and The FOX Studio Lot.",$25.4B,False
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,United States,25160951808,12,"PPG Industries, Inc. manufactures and distributes paints, coatings, and specialty materials in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa.",$25.2B,False
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,United States,25097922560,12,"Cincinnati Financial Corporation provides property casualty insurance products in the United States. The company operates through five segments: Commercial Lines Insurance, Personal Lines Insurance, Excess and Surplus Lines Insurance, Life Insurance, and Investments.",$25.1B,True
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,United States,25064269824,12,"Cognizant Technology Solutions Corporation, a professional services company, provides consulting and technology, and outsourcing services in North America, Europe, and internationally. It operates through four segments: Financial Services; Health Sciences; Products and Resources; and Communications, Media and Technology.",$25.1B,False
WRB,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,United States,24849471488,12,W. R.,$24.8B,True
DOW,Dow Inc.,Basic Materials,Chemicals,United States,24649357312,12,"Dow Inc., through its subsidiaries, provides various materials science solutions for packaging, infrastructure, mobility, and consumer applications in the United States, Canada, Europe, the Middle East, Africa, India, the Asia Pacific, and Latin America. The company operates through Packaging & Specialty Plastics, Industrial Intermediates & Infrastructure, and Performance Materials & Coatings segments.",$24.6B,False
WTW,Willis Towers Watson Public Limited Company,Financial Services,Insurance Brokers,United Kingdom,24378910720,12,"Willis Towers Watson Public Limited Company operates as an advisory, broking, and solutions company worldwide. The company operates through two segments: Health, Wealth & Career and Risk & Broking.",$24.4B,True
RF,Regions Financial Corporation,Financial Services,Banks - Regional,United States,24372518912,12,"Regions Financial Corporation, a financial holding company, provides various banking and related products and services to individual and corporate customers. It operates through three segments: Corporate Bank, Consumer Bank, and Wealth Management.",$24.4B,True
BG,Bunge Global SA,Consumer Defensive,Farm Products,United States,24349272064,12,"Bunge Global SA operates as an agribusiness and food company worldwide. It operates through four segments: Soybean Processing and Refining, Softseed Processing and Refining, Other Oilseeds Processing and Refining, and Grain Merchandising and Milling.",$24.3B,False
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Brewers,United States,24257845248,2,"Constellation Brands, Inc., together with its subsidiaries, produces, imports, markets, and sells beer, wine, and spirits in the United States, Canada, Mexico, New Zealand, and Italy. It offers beer under the Corona Extra, Corona Familiar, Corona Sunbrew, Corona Light, Corona Non-Alcoholic, Corona Premier, Modelo Especial, Modelo Chelada, Modelo Negra, Modelo Spiked Aguas Frescas, Modelo Oro, Modelo Noche Especial, Victoria, Vicky Chamoy, and Pacifico brand names.",$24.3B,False
AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,United States,23919910912,12,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services on military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services.",$23.9B,False
